Title,Artist,File Path,City,Decade,ImageURL
Get Down,Jungle Brothers,London/LondonMusic/2000s/GetDown.mp3,London,2000s,https://i.scdn.co/image/ab67616d0000b273a537285ac9065a8d25beba8f
Shut The Door,Todd Edwards,London/LondonMusic/2000s/ShutTheDoor.mp3,London,2000s,https://i.scdn.co/image/ab67616d0000b273f9405f3f859cf631ad9d3560
Bonkers,Dizzee Rascal,London/LondonMusic/2000s/Bonkers.mp3,London,2000s,https://i.scdn.co/image/ab67616d0000b2736f754c78ad0a1cb7fa2d6c4f
Just Dance - Richard Vission Remix,Lady Gaga,London/LondonMusic/2000s/JustDanceRichardVissionRemix.mp3,London,2000s,https://i.scdn.co/image/ab67616d0000b273e1330723ed07646d99ae4ff1
Why Can’t You Free Some Time,Armand Van Helden,London/LondonMusic/2000s/WhyCantYouFreeSomeTime.mp3,London,2000s,https://i.scdn.co/image/ab67616d0000b273527bdc9cf10ae7538fcae99a
White Noise,Disclosure,London/LondonMusic/2010s/WhiteNoise.mp3,London,2010s,https://i.scdn.co/image/ab67616d0000b273786201dca187d2b0c956c24b
Feel My Needs,WEISS,London/LondonMusic/2010s/FeelMyNeeds.mp3,London,2010s,https://i.scdn.co/image/ab67616d0000b2732282cf1bf4b5eb5a6ee67f6e
My Love,Route 94,London/LondonMusic/2010s/MyLove.mp3,London,2010s,https://i.scdn.co/image/ab67616d0000b273229b511799188e23773629f0
Fake ID,Riton,London/LondonMusic/2010s/FakeID.mp3,London,2010s,https://i.scdn.co/image/ab67616d0000b273db34c75eb1c6d446dc61e788
Say Something - Zac Samuel Remix,Karen Harding,London/LondonMusic/2010s/SaySomethingZacSamuelRemix.mp3,London,2010s,https://i.scdn.co/image/ab67616d0000b2734a710f967adbade59838bb33
Young World,A.D.O.R,London/LondonMusic/2010s/YoungWorld.mp3,London,2010s,https://i.scdn.co/image/ab67616d0000b2738d9ca4f096f4261114812d25
When A Fire Starts To Burn,Disclosure,London/LondonMusic/2010s/WhenAFireStartsToBurn.mp3,London,2010s,https://i.scdn.co/image/ab67616d0000b2737d9cf15a27f29ffc8ef01e8d
How Deep Is Your Love,Calvin Harris,London/LondonMusic/2010s/HowDeepIsYourLove.mp3,London,2010s,https://i.scdn.co/image/ab67616d0000b2738daa8ac6367fc997c1873b9b
Upside Down,Eats Everything,London/LondonMusic/2010s/UpsideDown.mp3,London,2010s,https://i.scdn.co/image/ab67616d0000b273f100c3cef2d3d61fb67f12b9
Too Much For Me,SELKER,London/LondonMusic/2010s/TooMuchForMe.mp3,London,2010s,https://i.scdn.co/image/ab67616d0000b273666c8606125eaa9937ff031f
